date,description,amount,type,payment_mode
2025-05-26,Spotify,18366,debit,UPI
2025-06-05,House Rent,4512,debit,UPI
2025-05-23,House Rent,14314,debit,UPI
2025-03-23,Stock,16762,credit,UPI
2025-07-31,Amazon,14053,debit,UPI
2025-09-04,Electricity,19945,debit,UPI
2025-08-19,Water,7139,debit,UPI
2025-04-10,Flipkart,11142,debit,UPI
2025-08-13,Uber,12024,debit,UPI
2025-08-31,Mutual Fund,12002,debit,UPI
2025-03-16,Swiggy,7996,debit,UPI
2025-01-05,Electricity,10706,debit,UPI
2025-08-12,Mutual Fund,10057,debit,UPI
2025-09-06,Amazon,12657,debit,UPI
2025-07-17,House Rent,2609,debit,UPI
2025-02-09,Swiggy,17382,debit,UPI
2025-05-28,House Rent,18531,debit,UPI
2025-06-22,Prime,15640,debit,UPI
2025-07-15,Mutual Fund,18752,debit,UPI
2025-03-28,Electricity,3753,debit,UPI
2025-09-08,House Rent,3890,debit,UPI
2025-02-13,House Rent,15313,debit,UPI
2025-07-29,Ola,10574,debit,UPI
2025-01-27,Stock,12622,credit,UPI
2025-04-15,Ola,18307,debit,UPI
2025-05-24,Water,17574,debit,UPI
2025-06-12,Zomato,1180,debit,UPI
2025-07-03,Flipkart,6733,debit,UPI
2025-01-07,Swiggy,14201,debit,UPI
2025-06-05,Water,7782,debit,UPI
2025-02-13,House Rent,15866,debit,UPI
2025-06-14,Water,6880,debit,UPI
2025-01-22,Mutual Fund,886,debit,UPI
2025-01-13,Uber,16837,debit,UPI
2025-02-14,House Rent,3894,debit,UPI
2025-05-04,Mutual Fund,11833,debit,UPI
2025-01-24,Prime,13647,debit,UPI
2025-07-03,Game,6535,debit,UPI
2025-03-20,House Rent,11599,debit,UPI
2025-02-01,Uber,15533,debit,UPI
2025-04-18,Movie,15387,debit,UPI
2025-06-21,Stock,2426,debit,UPI
2025-09-05,Swiggy,422,debit,UPI
2025-02-08,Stock,6654,debit,UPI
2025-02-27,Uber,6129,debit,UPI
2025-07-15,Stock,5021,credit,UPI
2025-02-20,Electricity,2203,debit,UPI
2025-03-08,Game,961,debit,UPI
2025-04-10,Prime,8949,debit,UPI
2025-09-01,Zomato,17263,debit,UPI
2025-04-10,Stock,9685,debit,UPI
2025-08-04,Game,909,debit,UPI
2025-06-07,Prime,8831,debit,UPI
2025-01-15,Prime,15150,debit,UPI
2025-08-03,Flipkart,5315,debit,UPI
2025-08-08,Amazon,14925,debit,UPI
2025-05-13,Electricity,12525,debit,UPI
2025-04-23,Amazon,14053,debit,UPI
2025-08-18,Prime,16151,debit,UPI
2025-05-28,Stock,4299,debit,UPI
2025-04-23,Stock,10159,debit,UPI
2025-05-23,Amazon,14876,debit,UPI
2025-06-21,Swiggy,13885,debit,UPI
2025-06-17,Stock,7568,debit,UPI
2025-03-13,Game,4507,debit,UPI
2025-06-03,Netflix,8376,debit,UPI
2025-06-23,House Rent,8878,debit,UPI
2025-05-18,Water,18287,debit,UPI
2025-03-28,House Rent,5340,debit,UPI
2025-05-22,Zomato,14860,debit,UPI
2025-08-21,Netflix,8927,debit,UPI
2025-09-06,Flipkart,15315,debit,UPI
2025-02-18,Uber,6352,debit,UPI
2025-06-15,House Rent,3096,debit,UPI
2025-02-21,Uber,3255,debit,UPI
2025-04-12,Netflix,12919,debit,UPI
2025-07-10,House Rent,13429,debit,UPI
2025-06-12,House Rent,15649,debit,UPI
2025-02-08,Game,8260,debit,UPI
2025-06-05,Movie,18646,debit,UPI
2025-05-09,Game,14493,debit,UPI
2025-07-09,Amazon,13253,debit,UPI
2025-06-27,Zomato,14996,debit,UPI
2025-08-20,Netflix,15934,debit,UPI
2025-08-04,Spotify,9389,debit,UPI
2025-02-23,Electricity,2937,debit,UPI
2025-07-17,Water,4061,debit,UPI
2025-05-24,Prime,18324,debit,UPI
2025-04-08,Water,4615,debit,UPI
2025-01-08,House Rent,14752,debit,UPI
2025-02-02,Uber,6033,debit,UPI
2025-05-04,Water,17526,debit,UPI
2025-07-16,Uber,401,debit,UPI
2025-08-14,House Rent,3326,debit,UPI
2025-06-06,Water,8267,debit,UPI
2025-01-17,Zomato,11314,debit,UPI
2025-04-06,Prime,7099,debit,UPI
2025-06-29,Netflix,13957,debit,UPI
2025-08-13,House Rent,10426,debit,UPI
2025-05-16,Zomato,9946,debit,UPI
2025-06-27,House Rent,6261,debit,UPI
2025-03-20,Electricity,12766,debit,UPI
2025-04-25,Electricity,4366,debit,UPI
2025-01-27,House Rent,17590,debit,UPI
2025-05-20,Stock,13475,debit,UPI
2025-02-08,Netflix,11702,debit,UPI
2025-07-13,Water,12410,debit,UPI
2025-02-07,House Rent,341,debit,UPI
2025-08-23,Flipkart,223,debit,UPI
2025-01-22,Stock,12228,debit,UPI
2025-08-24,House Rent,15000,debit,UPI
2025-04-28,Zomato,6936,debit,UPI
2025-07-26,Netflix,15556,debit,UPI
2025-04-20,Uber,17700,debit,UPI
2025-09-01,House Rent,6946,debit,UPI
2025-08-20,House Rent,19035,debit,UPI
2025-08-10,Ola,17203,debit,UPI
2025-03-23,Mutual Fund,5795,debit,UPI
2025-06-24,Netflix,14654,debit,UPI
2025-08-13,Amazon,12831,debit,UPI
2025-01-19,Water,5394,debit,UPI
2025-07-09,Swiggy,14697,debit,UPI
2025-05-12,House Rent,11684,debit,UPI
2025-08-15,Netflix,2755,debit,UPI
2025-06-16,Ola,11998,debit,UPI
2025-06-06,Spotify,17775,debit,UPI
2025-03-30,House Rent,19218,debit,UPI
2025-08-31,Prime,16785,debit,UPI
2025-05-24,Zomato,10106,debit,UPI
2025-01-26,Mutual Fund,12776,debit,UPI
2025-01-09,Stock,5137,debit,UPI
2025-06-04,Prime,6064,debit,UPI
2025-04-16,Swiggy,13960,debit,UPI
2025-05-11,Ola,5546,debit,UPI
2025-09-02,Spotify,14049,debit,UPI
2025-07-15,Amazon,12110,debit,UPI
2025-02-07,Game,19872,debit,UPI
2025-07-08,Electricity,16421,debit,UPI
2025-08-10,Uber,15330,debit,UPI
2025-02-05,Electricity,2117,debit,UPI
2025-05-26,Netflix,5398,debit,UPI
2025-02-14,Stock,18692,debit,UPI
2025-07-02,Flipkart,13104,debit,UPI
2025-04-21,Ola,5911,debit,UPI
2025-07-28,Water,18835,debit,UPI
2025-03-01,Stock,12992,debit,UPI
2025-03-20,Zomato,17151,debit,UPI
2025-04-14,Movie,14423,debit,UPI
2025-03-11,Electricity,17911,debit,UPI
2025-01-01,Prime,2324,debit,UPI
2025-02-06,Mutual Fund,9709,debit,UPI
2025-08-11,Netflix,11100,debit,UPI
2025-04-26,Uber,15001,debit,UPI
2025-05-21,Stock,19144,debit,UPI
2025-04-01,Flipkart,16840,debit,UPI
2025-01-31,Water,8588,debit,UPI
2025-07-26,Water,8685,debit,UPI
2025-04-15,Flipkart,714,debit,UPI
2025-08-18,Game,9717,debit,UPI
2025-06-27,House Rent,10722,debit,UPI
2025-02-25,Mutual Fund,7786,credit,UPI
2025-02-10,Zomato,8629,debit,UPI
2025-05-15,Movie,5396,debit,UPI
2025-07-28,House Rent,17933,debit,UPI
2025-05-10,House Rent,18201,debit,UPI
2025-06-08,Movie,9794,debit,UPI
2025-03-17,Water,18435,debit,UPI
2025-07-03,Uber,6535,debit,UPI
2025-01-10,Swiggy,14741,debit,UPI
2025-08-04,House Rent,12851,debit,UPI
2025-06-17,Stock,11426,credit,UPI
2025-07-24,Swiggy,3284,debit,UPI
2025-06-04,Zomato,214,debit,UPI
2025-05-02,Mutual Fund,7752,debit,UPI
2025-05-13,House Rent,5411,debit,UPI
2025-03-12,Zomato,3132,debit,UPI
2025-05-24,Prime,3521,debit,UPI
2025-03-29,House Rent,5136,debit,UPI
2025-02-15,Zomato,12792,debit,UPI
2025-04-17,Water,10911,debit,UPI
2025-07-02,Stock,10774,debit,UPI
2025-03-27,House Rent,1164,debit,UPI
2025-04-19,Electricity,3277,debit,UPI
2025-05-07,House Rent,1504,debit,UPI
2025-08-09,Stock,16654,debit,UPI
2025-04-25,Prime,9471,debit,UPI
2025-04-30,Netflix,10729,debit,UPI
2025-06-25,Flipkart,1571,debit,UPI
2025-07-06,Water,14238,debit,UPI
2025-01-23,Zomato,6094,debit,UPI
2025-03-01,Electricity,11626,debit,UPI
2025-07-29,Electricity,14668,debit,UPI
2025-01-18,Mutual Fund,17260,credit,UPI
2025-02-06,Uber,12340,debit,UPI
2025-06-02,Netflix,12227,debit,UPI
2025-08-10,Water,7644,debit,UPI
2025-02-09,House Rent,8988,debit,UPI
2025-08-04,Mutual Fund,6661,credit,UPI
2025-08-10,Swiggy,14291,debit,UPI
2025-03-15,House Rent,9483,debit,UPI
2025-05-07,Netflix,12028,debit,UPI
2025-07-27,Game,3732,debit,UPI
2025-03-11,House Rent,18561,debit,UPI
2025-01-19,House Rent,5468,debit,UPI
2025-01-06,Ola,5855,debit,UPI
2025-05-21,Water,6751,debit,UPI
2025-02-26,Movie,12347,debit,UPI
2025-07-24,Amazon,891,debit,UPI
2025-08-05,House Rent,15389,debit,UPI
2025-01-28,House Rent,10406,debit,UPI
2025-08-18,Stock,1028,debit,UPI
2025-01-17,Stock,16435,debit,UPI
2025-04-26,Uber,772,debit,UPI
2025-01-15,Movie,10251,debit,UPI
2025-06-02,Stock,15344,debit,UPI
2025-03-03,Movie,7885,debit,UPI
2025-07-12,Electricity,19365,debit,UPI
2025-03-03,Ola,7507,debit,UPI
2025-01-21,Spotify,9761,debit,UPI
2025-03-07,Ola,14518,debit,UPI
2025-09-07,Flipkart,11623,debit,UPI
2025-06-17,Flipkart,7179,debit,UPI
2025-06-11,Water,17534,debit,UPI
2025-07-05,Flipkart,984,debit,UPI
2025-01-30,Uber,2393,debit,UPI
2025-02-23,Game,10356,debit,UPI
2025-01-03,Zomato,12446,debit,UPI
2025-04-06,House Rent,2287,debit,UPI
2025-06-28,Prime,1092,debit,UPI
2025-03-22,Amazon,7034,debit,UPI
2025-04-26,Electricity,4767,debit,UPI
2025-09-07,Water,12077,debit,UPI
2025-06-20,Netflix,19428,debit,UPI
2025-07-29,Ola,13134,debit,UPI
2025-06-20,Zomato,6855,debit,UPI
2025-05-03,Electricity,19326,debit,UPI
2025-07-02,Ola,5389,debit,UPI
2025-08-02,Amazon,7553,debit,UPI
2025-07-25,Zomato,11843,debit,UPI
2025-06-18,Movie,18705,debit,UPI
2025-02-10,Game,18680,debit,UPI
2025-06-24,Swiggy,1191,debit,UPI
2025-07-30,Netflix,17417,debit,UPI
2025-04-09,Game,7291,debit,UPI
2025-07-13,Mutual Fund,2173,debit,UPI
2025-08-27,Amazon,19368,debit,UPI
2025-06-24,Game,12903,debit,UPI
2025-06-06,Amazon,9602,debit,UPI
2025-02-12,Electricity,5273,debit,UPI
2025-02-13,Ola,9277,debit,UPI
2025-04-15,Spotify,9131,debit,UPI
2025-02-08,Uber,19607,debit,UPI
2025-06-18,House Rent,10293,debit,UPI
2025-01-02,Uber,18346,debit,UPI
2025-04-17,Prime,9959,debit,UPI
2025-01-19,Zomato,14041,debit,UPI
2025-08-13,Swiggy,2757,debit,UPI
2025-06-09,Uber,18025,debit,UPI
2025-05-05,Zomato,900,debit,UPI
2025-09-07,Ola,15253,debit,UPI
2025-02-14,Electricity,10235,debit,UPI
2025-02-26,Spotify,11738,debit,UPI
2025-08-17,Mutual Fund,443,debit,UPI
2025-06-01,Stock,15637,debit,UPI
2025-01-05,Prime,15119,debit,UPI
2025-03-14,Swiggy,4437,debit,UPI
2025-05-22,Uber,15071,debit,UPI
2025-08-05,Swiggy,808,debit,UPI
2025-02-22,Movie,6885,debit,UPI
2025-08-24,Uber,5448,debit,UPI
2025-05-27,House Rent,10274,debit,UPI
2025-02-23,Spotify,14034,debit,UPI
2025-03-07,Uber,8115,debit,UPI
2025-07-22,Game,7241,debit,UPI
2025-07-10,Electricity,6968,debit,UPI
2025-02-05,Swiggy,10064,debit,UPI
2025-08-23,Swiggy,2283,debit,UPI
2025-05-28,Spotify,16549,debit,UPI
2025-05-22,Movie,5753,debit,UPI
2025-04-17,Water,7259,debit,UPI
2025-02-25,Amazon,18247,debit,UPI
2025-04-12,Swiggy,7967,debit,UPI
2025-02-03,House Rent,7600,debit,UPI
2025-06-30,Netflix,16480,debit,UPI
2025-02-08,Swiggy,19922,debit,UPI
2025-01-09,Swiggy,10406,debit,UPI
2025-05-07,Zomato,8843,debit,UPI
2025-07-14,Amazon,2581,debit,UPI
2025-07-26,Stock,6777,credit,UPI
2025-04-18,Amazon,17510,debit,UPI
2025-06-13,House Rent,16738,debit,UPI
2025-04-11,Water,17236,debit,UPI
2025-06-07,Swiggy,3107,debit,UPI
2025-01-04,Movie,18865,debit,UPI
2025-02-26,Game,6784,debit,UPI
2025-08-30,Game,10424,debit,UPI
2025-09-07,Uber,972,debit,UPI
2025-05-07,House Rent,15858,debit,UPI
2025-08-10,Stock,18188,debit,UPI
2025-08-14,Netflix,12301,debit,UPI
2025-01-29,Uber,11853,debit,UPI
2025-03-27,Zomato,1980,debit,UPI
2025-07-20,Electricity,11341,debit,UPI
2025-04-02,Prime,11563,debit,UPI
2025-03-30,Flipkart,15845,debit,UPI
2025-08-17,Prime,10891,debit,UPI
2025-08-16,Movie,736,debit,UPI
2025-01-26,Stock,8069,credit,UPI
2025-07-30,Prime,4292,debit,UPI
2025-01-12,Mutual Fund,154,debit,UPI
2025-01-07,Ola,11076,debit,UPI
2025-05-01,Netflix,8699,debit,UPI
2025-08-22,Stock,15180,debit,UPI
2025-01-07,Uber,10956,debit,UPI
2025-02-06,Flipkart,2301,debit,UPI
2025-04-14,House Rent,9334,debit,UPI
2025-08-08,Ola,12417,debit,UPI
2025-07-14,House Rent,9760,debit,UPI
2025-05-07,Zomato,17891,debit,UPI
2025-01-25,Mutual Fund,9399,debit,UPI
2025-02-24,Ola,14608,debit,UPI
2025-03-17,Stock,2643,credit,UPI
2025-08-19,Stock,11890,credit,UPI
2025-01-14,House Rent,9861,debit,UPI
2025-07-03,Amazon,9570,debit,UPI
2025-04-01,Mutual Fund,15793,debit,UPI
2025-08-12,Zomato,18417,debit,UPI
2025-02-13,Movie,2507,debit,UPI
2025-05-17,Uber,3473,debit,UPI
2025-07-16,Movie,14383,debit,UPI
2025-07-17,Electricity,17993,debit,UPI
2025-04-18,Netflix,12229,debit,UPI
2025-06-08,Movie,12130,debit,UPI
2025-05-23,Water,7218,debit,UPI
2025-07-14,House Rent,17058,debit,UPI
2025-05-31,Mutual Fund,8096,debit,UPI
2025-06-01,Electricity,6241,debit,UPI
2025-01-31,Movie,2050,debit,UPI
2025-02-10,Ola,15284,debit,UPI
2025-04-28,Flipkart,17660,debit,UPI
2025-08-12,Ola,11564,debit,UPI
2025-03-20,Zomato,14364,debit,UPI
2025-05-23,Game,12792,debit,UPI
2025-07-24,Stock,15564,debit,UPI
2025-05-07,Water,18545,debit,UPI
2025-03-09,Amazon,11247,debit,UPI
2025-04-14,Swiggy,14555,debit,UPI
2025-08-01,Electricity,7974,debit,UPI
2025-07-20,Game,8977,debit,UPI
2025-06-30,Amazon,11504,debit,UPI
2025-02-15,Uber,12677,debit,UPI
2025-06-27,Water,12155,debit,UPI
2025-01-14,Stock,16519,credit,UPI
2025-04-24,Prime,8283,debit,UPI
2025-03-04,Water,12009,debit,UPI
2025-05-11,Flipkart,12615,debit,UPI
2025-01-06,Spotify,3550,debit,UPI
2025-05-01,House Rent,10331,debit,UPI
2025-02-09,Prime,11858,debit,UPI
2025-08-01,Ola,803,debit,UPI
2025-04-10,Mutual Fund,1577,credit,UPI
2025-03-07,Netflix,1656,debit,UPI
2025-02-12,Prime,13670,debit,UPI
2025-08-09,Amazon,5498,debit,UPI
2025-06-02,Water,8514,debit,UPI
2025-05-31,Stock,2581,debit,UPI
2025-05-16,House Rent,12068,debit,UPI
2025-05-31,Movie,6955,debit,UPI
2025-02-24,Spotify,7456,debit,UPI
2025-01-05,House Rent,15619,debit,UPI
2025-03-21,Water,12351,debit,UPI
2025-05-19,House Rent,16210,debit,UPI
2025-06-05,Amazon,18397,debit,UPI
2025-04-25,Swiggy,3935,debit,UPI
2025-04-25,Swiggy,2849,debit,UPI
2025-07-03,House Rent,14519,debit,UPI
2025-07-10,Movie,13446,debit,UPI
2025-07-19,Game,10992,debit,UPI
2025-04-15,Netflix,19133,debit,UPI
2025-01-31,House Rent,7067,debit,UPI
2025-02-16,Prime,2381,debit,UPI
2025-03-16,Amazon,2809,debit,UPI
2025-06-30,Electricity,17947,debit,UPI
2025-02-24,Stock,825,credit,UPI
2025-07-19,Flipkart,16977,debit,UPI
2025-03-11,Movie,3460,debit,UPI
2025-04-11,House Rent,13238,debit,UPI
2025-02-07,Stock,2688,debit,UPI
2025-08-05,House Rent,14899,debit,UPI
2025-02-12,Mutual Fund,8449,debit,UPI
2025-07-27,Movie,8164,debit,UPI
2025-07-19,Ola,4017,debit,UPI
2025-08-10,Flipkart,8919,debit,UPI
2025-07-12,Spotify,16324,debit,UPI
2025-04-28,Mutual Fund,4028,credit,UPI
2025-08-20,Zomato,19589,debit,UPI
2025-06-17,House Rent,15372,debit,UPI
2025-07-08,Zomato,17979,debit,UPI
2025-06-01,Game,15664,debit,UPI
2025-08-18,Mutual Fund,9253,credit,UPI
2025-01-19,Game,8493,debit,UPI
2025-05-31,Swiggy,12795,debit,UPI
2025-04-01,Electricity,7282,debit,UPI
2025-04-08,Amazon,14177,debit,UPI
2025-05-26,Movie,5923,debit,UPI
2025-06-26,Mutual Fund,1573,debit,UPI
2025-02-12,Ola,16338,debit,UPI
2025-07-02,House Rent,14411,debit,UPI
2025-01-30,Electricity,19953,debit,UPI
2025-08-23,Netflix,4504,debit,UPI
2025-09-07,Water,17320,debit,UPI
2025-02-08,Flipkart,13507,debit,UPI
2025-05-22,Zomato,8968,debit,UPI
2025-01-18,Ola,7268,debit,UPI
2025-03-07,Water,3333,debit,UPI
2025-09-08,House Rent,8370,debit,UPI
2025-06-13,Mutual Fund,18518,debit,UPI
2025-06-06,Water,17492,debit,UPI
2025-03-05,Game,14731,debit,UPI
2025-04-30,House Rent,333,debit,UPI
2025-06-28,Ola,18131,debit,UPI
2025-01-05,House Rent,6866,debit,UPI
2025-04-02,Electricity,8737,debit,UPI
2025-08-30,House Rent,5737,debit,UPI
2025-01-23,Zomato,16404,debit,UPI
2025-06-20,Game,5147,debit,UPI
2025-01-31,Ola,8517,debit,UPI
2025-06-06,Electricity,14192,debit,UPI
2025-04-24,House Rent,7223,debit,UPI
2025-04-12,House Rent,6508,debit,UPI
2025-04-21,Flipkart,1686,debit,UPI
2025-08-07,Zomato,5121,debit,UPI
2025-08-31,Flipkart,12993,debit,UPI
2025-03-07,Electricity,12489,debit,UPI
2025-06-30,House Rent,10628,debit,UPI
2025-03-09,Zomato,734,debit,UPI
2025-08-18,Ola,8664,debit,UPI
2025-04-04,Swiggy,14759,debit,UPI
2025-03-03,Ola,16485,debit,UPI
2025-06-12,Zomato,5849,debit,UPI
2025-07-23,House Rent,5505,debit,UPI
2025-08-20,Netflix,5012,debit,UPI
2025-07-04,Game,7082,debit,UPI
2025-05-26,Flipkart,18638,debit,UPI
2025-08-14,Stock,12857,debit,UPI
2025-06-12,Game,10788,debit,UPI
2025-07-22,Water,13189,debit,UPI
2025-06-10,Mutual Fund,13719,debit,UPI
2025-09-06,Uber,570,debit,UPI
2025-04-25,Water,18605,debit,UPI
2025-08-25,Movie,11585,debit,UPI
2025-01-11,Flipkart,13872,debit,UPI
2025-03-24,Movie,18672,debit,UPI
2025-06-10,Spotify,8233,debit,UPI
2025-03-16,Movie,1567,debit,UPI
2025-09-01,Spotify,8524,debit,UPI
2025-04-27,Ola,510,debit,UPI
2025-06-22,Electricity,14850,debit,UPI
2025-07-17,House Rent,3884,debit,UPI
2025-08-09,Water,19508,debit,UPI
2025-05-13,Game,2121,debit,UPI
2025-02-14,Stock,13212,debit,UPI
2025-06-16,Water,6577,debit,UPI
2025-06-30,Zomato,9127,debit,UPI
2025-04-09,Zomato,19027,debit,UPI
2025-06-16,House Rent,4456,debit,UPI
2025-06-29,House Rent,13367,debit,UPI
2025-01-02,House Rent,1231,debit,UPI
2025-03-01,Flipkart,1196,debit,UPI
2025-01-22,House Rent,18754,debit,UPI
2025-03-22,Water,5049,debit,UPI
2025-08-28,Spotify,16619,debit,UPI
2025-04-24,Stock,12916,debit,UPI
2025-08-10,House Rent,7368,debit,UPI
2025-09-08,Water,12788,debit,UPI
2025-05-08,House Rent,10912,debit,UPI
2025-05-12,Movie,6361,debit,UPI
2025-05-12,Zomato,11691,debit,UPI
2025-06-29,Movie,19429,debit,UPI
2025-04-16,Ola,12046,debit,UPI
2025-06-12,Flipkart,19251,debit,UPI
2025-04-01,House Rent,9693,debit,UPI
2025-01-13,Swiggy,5485,debit,UPI
2025-03-15,Prime,1253,debit,UPI
2025-03-16,Swiggy,10085,debit,UPI
2025-05-02,House Rent,8123,debit,UPI
2025-06-02,Stock,18890,credit,UPI
2025-08-18,House Rent,2897,debit,UPI
2025-05-18,Electricity,19645,debit,UPI
2025-08-05,Swiggy,309,debit,UPI
2025-03-23,Uber,980,debit,UPI
2025-01-14,Uber,7293,debit,UPI
2025-05-11,Electricity,6994,debit,UPI
2025-06-23,Prime,11192,debit,UPI
2025-04-19,House Rent,11984,debit,UPI
2025-07-21,Water,6463,debit,UPI
2025-05-31,Spotify,15246,debit,UPI
2025-01-14,Game,9421,debit,UPI
2025-03-30,House Rent,15115,debit,UPI
2025-03-07,Stock,17959,credit,UPI
2025-08-20,Spotify,18950,debit,UPI
2025-06-20,Stock,12789,credit,UPI
2025-01-18,Prime,19294,debit,UPI
2025-02-17,Swiggy,16913,debit,UPI
2025-09-03,Zomato,18789,debit,UPI
2025-02-04,Zomato,3080,debit,UPI
2025-01-16,Movie,16677,debit,UPI
2025-06-09,Swiggy,1810,debit,UPI
2025-01-23,Amazon,5486,debit,UPI
2025-03-29,Flipkart,6989,debit,UPI
2025-04-13,Water,16042,debit,UPI
2025-04-17,House Rent,17014,debit,UPI
2025-03-21,Flipkart,8057,debit,UPI
2025-04-07,Uber,2342,debit,UPI
2025-03-30,Electricity,15915,debit,UPI
2025-01-16,Stock,8420,debit,UPI
2025-08-16,House Rent,11438,debit,UPI
2025-03-05,Water,12017,debit,UPI
2025-04-29,Ola,6601,debit,UPI
2025-03-02,Amazon,390,debit,UPI
2025-07-12,Amazon,1858,debit,UPI
2025-03-28,Water,17120,debit,UPI
2025-07-31,House Rent,4143,debit,UPI
2025-03-19,House Rent,17600,debit,UPI
2025-08-17,Mutual Fund,7997,debit,UPI
2025-02-08,Electricity,5437,debit,UPI
2025-07-26,Flipkart,2070,debit,UPI
2025-07-05,Amazon,18799,debit,UPI
2025-06-11,Game,2541,debit,UPI
2025-02-08,Netflix,6354,debit,UPI
2025-01-16,Zomato,13841,debit,UPI
2025-02-24,Electricity,17636,debit,UPI
2025-03-04,Zomato,19647,debit,UPI
2025-07-15,Spotify,11099,debit,UPI
2025-07-19,Spotify,11478,debit,UPI
2025-05-31,Ola,372,debit,UPI
2025-02-28,Stock,15385,debit,UPI
2025-04-22,House Rent,244,debit,UPI
2025-05-24,Uber,12993,debit,UPI
2025-01-30,Mutual Fund,6861,debit,UPI
2025-07-22,Ola,540,debit,UPI
2025-05-24,Spotify,14104,debit,UPI
2025-07-10,Movie,7971,debit,UPI
2025-04-14,Spotify,6492,debit,UPI
2025-03-12,Spotify,5108,debit,UPI
2025-03-18,Spotify,18800,debit,UPI
2025-05-29,Electricity,5153,debit,UPI
2025-02-14,Flipkart,3224,debit,UPI
2025-08-08,House Rent,7695,debit,UPI
2025-03-09,Game,7888,debit,UPI
2025-07-08,Mutual Fund,613,credit,UPI
2025-02-09,Stock,13531,credit,UPI
2025-03-28,Amazon,7049,debit,UPI
2025-02-05,Water,9179,debit,UPI
2025-03-07,Movie,18778,debit,UPI
2025-01-11,House Rent,4783,debit,UPI
2025-03-13,Uber,19035,debit,UPI
2025-05-08,Flipkart,12242,debit,UPI
2025-07-26,Stock,8532,debit,UPI
2025-01-14,Prime,12408,debit,UPI
2025-05-22,House Rent,13940,debit,UPI
2025-04-24,Stock,4791,debit,UPI
2025-08-14,Ola,563,debit,UPI
2025-07-10,Game,4318,debit,UPI
2025-05-26,House Rent,543,debit,UPI
2025-07-04,Uber,5781,debit,UPI
2025-01-04,Swiggy,7402,debit,UPI
2025-04-30,Stock,5903,credit,UPI
2025-08-20,Swiggy,8101,debit,UPI
2025-05-12,Water,4541,debit,UPI
2025-06-27,Water,15168,debit,UPI
2025-08-25,House Rent,11985,debit,UPI
2025-07-07,Electricity,13954,debit,UPI
2025-03-01,Swiggy,15632,debit,UPI
2025-07-13,House Rent,15083,debit,UPI
2025-05-16,Mutual Fund,6372,debit,UPI
2025-04-08,Netflix,1248,debit,UPI
2025-08-28,Netflix,729,debit,UPI
2025-07-24,Mutual Fund,284,credit,UPI
2025-08-18,Game,10157,debit,UPI
2025-03-17,Electricity,12647,debit,UPI
2025-06-07,Stock,14622,credit,UPI
2025-09-05,Prime,5600,debit,UPI
2025-08-27,Game,1085,debit,UPI
2025-05-03,House Rent,13990,debit,UPI
2025-04-13,Flipkart,10052,debit,UPI
2025-04-20,Amazon,8018,debit,UPI
2025-05-01,Electricity,10140,debit,UPI
2025-08-15,Spotify,5751,debit,UPI
2025-06-25,Stock,8634,credit,UPI
2025-01-23,Game,13115,debit,UPI
2025-04-10,Mutual Fund,17416,debit,UPI
2025-06-15,Mutual Fund,3891,debit,UPI
2025-07-14,Flipkart,5342,debit,UPI
2025-08-20,Spotify,16369,debit,UPI
2025-07-23,Zomato,7443,debit,UPI
2025-09-04,Amazon,9616,debit,UPI
2025-03-15,Flipkart,5194,debit,UPI
2025-03-23,Ola,10701,debit,UPI
2025-08-07,Prime,19289,debit,UPI
2025-03-11,Zomato,14193,debit,UPI
2025-03-23,Movie,10037,debit,UPI
2025-01-07,Swiggy,10427,debit,UPI
2025-08-07,Stock,13874,debit,UPI
2025-02-12,Prime,16534,debit,UPI
2025-07-14,Game,17686,debit,UPI
2025-02-22,House Rent,16664,debit,UPI
2025-06-30,Stock,12344,credit,UPI
2025-02-16,House Rent,19495,debit,UPI
2025-08-05,Game,8616,debit,UPI
2025-06-14,Swiggy,1151,debit,UPI
2025-02-25,Zomato,4223,debit,UPI
2025-01-10,Stock,5998,debit,UPI
2025-07-18,Spotify,16900,debit,UPI
2025-04-10,Electricity,10839,debit,UPI
2025-06-07,House Rent,3694,debit,UPI
2025-07-10,Stock,2988,debit,UPI
2025-05-06,Flipkart,16870,debit,UPI
2025-05-24,Netflix,12034,debit,UPI
2025-02-02,Ola,19908,debit,UPI
2025-04-29,Netflix,14694,debit,UPI
2025-07-17,Game,10621,debit,UPI
2025-02-10,Ola,13161,debit,UPI
2025-04-21,Swiggy,3795,debit,UPI
2025-03-10,Uber,3756,debit,UPI
2025-03-01,Water,15833,debit,UPI
2025-03-21,Spotify,16907,debit,UPI
2025-02-22,Prime,14237,debit,UPI
2025-04-24,Netflix,9300,debit,UPI
2025-01-26,Zomato,13115,debit,UPI
2025-08-23,Zomato,11249,debit,UPI
2025-04-28,Amazon,4874,debit,UPI
2025-08-29,Game,16984,debit,UPI
2025-02-28,Uber,1564,debit,UPI
2025-01-07,Amazon,19364,debit,UPI
2025-01-12,Game,2108,debit,UPI
2025-07-29,House Rent,19103,debit,UPI
2025-02-08,Stock,10375,debit,UPI
2025-03-15,Water,16289,debit,UPI
2025-05-05,Water,10956,debit,UPI
2025-06-20,Uber,12912,debit,UPI
2025-02-20,Swiggy,12101,debit,UPI
2025-03-15,Game,10963,debit,UPI
2025-06-02,Ola,13480,debit,UPI
2025-02-28,Zomato,6682,debit,UPI
2025-01-21,Spotify,1647,debit,UPI
